codigo,aids,animais,dengue,hanseniase,hepatites,sadquirida,scongenita,sgestante,toxico,tuberculose,autoprovocada_sim,autoprovocada_não,violencia,estabelecimentos,profissionais,estado,metropolitana,amazonia,semiarido,agropecuaria,industria,servicos,servicos_basicos,impostos,pib,per_capita,populacao,latitude,longitude,regiao,nascimentos,mortalidade_geral,mortalidade_infantil
110001,1,192,833,51,41,28,2,12,186,26,24,79,117,35,68,RO,0,1,0,162668.0,14441.0,130220.0,158948.0,29351.0,495629.0,21600.73,22945,-11.9287,-61.9958,N,1828,659,23
110037,1,199,90,86,12,13,1,2,31,4,1,3,4,14,27,RO,0,1,0,133292.0,10228.0,43656.0,90258.0,11248.0,288681.0,21802.07,13241,-12.1405,-61.8379,N,803,252,4
110040,5,62,65,43,66,18,2,11,18,12,0,9,10,19,26,RO,0,1,0,102009.0,19732.0,84860.0,133713.0,18150.0,358464.0,16728.75,21428,-9.7147,-63.3193,N,1154,369,24
110034,5,78,126,24,8,16,1,7,35,9,26,24,51,22,30,RO,0,1,0,81159.0,8651.0,60941.0,99175.0,10423.0,260348.0,18065.91,14411,-11.3467,-62.2852,N,911,414,8
110002,121,252,198,224,240,296,8,89,321,177,146,250,444,124,379,RO,0,1,0,170831.0,283899.0,1136039.0,703663.0,284398.0,2578830.0,23908.38,107863,-9.90612,-63.033,N,8580,2557,111
110045,9,156,721,81,98,134,6,36,105,31,31,90,124,33,78,RO,0,1,0,189293.0,29260.0,207796.0,245751.0,53931.0,726031.0,18309.15,39654,-10.206,-63.8312,N,3064,747,39
110003,2,30,289,5,3,3,0,5,14,2,0,1,1,11,23,RO,0,1,0,61501.0,3267.0,25547.0,43646.0,5998.0,139959.0,26347.78,5312,-13.4951,-60.5446,N,388,156,6
110060,2,16,80,12,13,2,1,2,4,5,1,2,3,6,6,RO,0,1,0,74141.0,1982.0,20382.0,44048.0,3884.0,144437.0,23184.1,6230,-10.3387,-62.9003,N,365,121,0
110004,45,186,334,198,168,362,5,76,157,97,184,132,316,355,897,RO,0,1,0,193077.0,178514.0,1070827.0,564238.0,253988.0,2260644.0,26483.95,85359,-11.4347,-61.4566,N,6970,2399,82
110070,2,53,107,22,37,31,0,5,66,7,4,13,17,13,22,RO,0,1,0,130140.0,16733.0,26165.0,94699.0,6891.0,274627.0,19423.4,14139,-10.5699,-63.6212,N,853,198,6
110080,31,107,255,67,69,60,21,49,19,76,1,8,9,14,40,RO,1,1,0,90307.0,142122.0,111729.0,179565.0,24196.0,547919.0,20526.69,26693,-8.7911,-63.701,N,1850,600,30
110090,1,32,38,7,8,2,0,2,13,4,2,6,8,6,16,RO,0,1,0,66789.0,1075.0,7601.0,26139.0,2359.0,103963.0,34063.78,3052,-11.4257,-61.9487,N,234,83,4
110005,18,47,656,47,27,28,0,7,7,12,2,3,7,22,53,RO,0,1,0,70992.0,16167.0,230623.0,112401.0,76671.0,506854.0,31051.55,16323,-13.1874,-60.8173,N,1318,489,13
110092,4,18,90,31,10,19,2,10,7,11,0,0,0,21,28,RO,0,1,0,111320.0,38695.0,54137.0,85035.0,15572.0,304759.0,27254.46,11182,-12.5533,-60.9026,N,819,186,11
110006,3,73,104,48,17,61,2,8,7,7,1,0,1,22,55,RO,0,1,0,72324.0,20610.0,110968.0,108878.0,22070.0,334851.0,21083.7,15882,-13.1178,-60.5459,N,1166,473,11
110007,3,49,67,14,14,9,1,4,3,8,0,5,5,13,19,RO,0,1,0,238296.0,8457.0,33355.0,58592.0,10548.0,349247.0,47253.06,7391,-12.9982,-60.9421,N,593,174,6
110008,4,69,68,11,12,3,1,6,15,12,1,48,55,8,21,RO,0,1,0,67535.0,4287.0,45147.0,113579.0,8220.0,238769.0,13025.4,18331,-12.4371,-64.2284,N,1153,305,26
110094,8,181,141,56,23,60,3,13,94,18,0,33,39,12,20,RO,0,1,0,99672.0,53221.0,62854.0,152530.0,16601.0,384878.0,15263.84,25215,-9.36106,-62.585,N,1158,244,11
110009,13,206,968,78,49,74,2,17,22,35,0,2,2,45,78,RO,0,1,0,128213.0,47842.0,193941.0,201263.0,53501.0,624760.0,19298.21,32374,-11.527,-61.0256,N,2493,762,33
110010,53,161,455,43,110,136,3,26,94,117,59,97,159,43,134,RO,0,1,0,49489.0,24141.0,394562.0,297713.0,126978.0,892883.0,19337.36,46174,-10.7893,-65.33,N,4264,1103,80
110110,7,59,75,9,10,9,3,2,12,32,0,6,7,10,21,RO,0,1,0,57717.0,12687.0,34469.0,69394.0,9748.0,184014.0,17595.57,10458,-9.19545,-63.1787,N,537,173,3
110011,31,113,296,81,173,123,3,26,97,55,43,38,88,128,251,RO,0,1,0,169612.0,168855.0,647003.0,338745.0,176675.0,1500890.0,28988.7,51775,-10.4322,-62.4792,N,4233,1336,44
110012,107,237,1076,237,237,583,12,67,261,182,148,161,334,428,645,RO,0,1,0,140589.0,519085.0,1800964.0,800573.0,521760.0,3782972.0,29332.41,128969,-10.8782,-61.9326,N,10580,3339,140
110013,9,168,635,75,164,95,4,25,112,26,5,10,16,29,57,RO,0,1,0,175136.0,35327.0,138281.0,251109.0,33154.0,633007.0,15828.73,39991,-9.42747,-61.9976,N,2344,684,33
110120,1,31,115,11,16,8,0,2,9,5,0,1,1,13,18,RO,0,1,0,79607.0,9981.0,48108.0,65003.0,13710.0,216409.0,22402.58,9660,-11.1964,-61.5179,N,462,220,3
110130,1,57,22,35,10,6,0,5,17,6,2,23,34,10,19,RO,0,1,0,64439.0,9287.0,60690.0,72000.0,10630.0,217046.0,19826.97,10947,-11.0294,-62.6701,N,807,296,8
110140,2,163,96,62,68,58,1,6,47,10,16,31,57,10,17,RO,0,1,0,96701.0,19051.0,60103.0,103113.0,12800.0,291768.0,18405.76,15852,-10.2594,-63.2983,N,1032,349,12
110014,2,266,433,51,27,18,0,4,98,13,3,10,13,19,41,RO,0,1,0,102520.0,13758.0,86328.0,133128.0,23790.0,359524.0,17560.03,20474,-11.7251,-62.3131,N,1307,461,13
110033,20,102,248,60,53,18,2,1,17,39,9,8,17,17,38,RO,0,1,0,199540.0,19160.0,97426.0,192660.0,20475.0,529261.0,17305.73,30583,-10.4081,-65.3351,N,2216,557,31
110143,2,95,33,21,3,8,0,1,19,1,16,5,26,6,10,RO,0,1,0,49503.0,2096.0,14376.0,47178.0,4181.0,117334.0,16834.09,6970,-10.9122,-62.5562,N,448,152,5
110050,2,24,84,39,4,0,0,2,8,2,1,0,1,7,11,RO,0,1,0,56866.0,8202.0,34589.0,58410.0,7691.0,165758.0,19414.09,8538,-11.7091,-61.9993,N,504,218,0
110015,26,34,237,106,67,29,4,10,31,42,5,1,6,69,104,RO,0,1,0,136452.0,77450.0,314695.0,240092.0,65480.0,834168.0,23148.83,36035,-10.7171,-62.257,N,3172,1101,34
110018,26,188,669,114,73,96,12,43,49,33,19,133,152,123,175,RO,0,1,0,117084.0,148395.0,448038.0,249788.0,200572.0,1163877.0,31747.87,36660,-11.6724,-61.1984,N,3077,1022,41
110020,1044,1001,1652,450,1163,1126,362,635,573,2279,469,1686,2243,778,3429,RO,1,1,0,647447.0,4311752.0,7194917.0,3532877.0,2225078.0,17912070.0,33825.46,529544,-8.76247,-63.9045,N,43693,11402,593
110025,21,68,205,31,34,14,4,11,9,15,26,2,28,30,61,RO,0,1,0,107464.0,33043.0,126290.0,125738.0,35216.0,427752.0,22529.85,18986,-11.1694,-61.8991,N,1425,624,27
110147,1,33,14,11,2,10,1,1,13,1,6,6,13,3,5,RO,0,1,0,23769.0,1093.0,9001.0,25856.0,2122.0,61841.0,21653.12,2856,-11.8299,-61.3158,N,240,93,5
110026,5,17,54,3,11,12,0,4,2,4,1,0,1,5,11,RO,0,1,0,61267.0,2878.0,11443.0,31868.0,3567.0,111023.0,29496.09,3764,-9.70492,-62.8985,N,216,69,2
110028,23,285,510,200,68,39,7,59,238,34,73,147,224,125,189,RO,0,1,0,95724.0,176673.0,527989.0,360165.0,122884.0,1283434.0,23310.58,55058,-11.7275,-61.7719,N,4581,1418,57
110029,1,145,68,16,10,4,1,7,46,5,2,18,23,13,18,RO,0,1,0,51375.0,9397.0,27147.0,49161.0,5531.0,142612.0,21957.13,6495,-11.9078,-61.7781,N,537,226,3
110148,2,39,87,14,3,7,1,2,5,4,0,0,1,7,10,RO,0,1,0,32793.0,1304.0,14573.0,37203.0,3358.0,89230.0,17252.6,5172,-11.9027,-61.5031,N,310,140,4
110149,3,193,115,76,56,52,3,20,74,8,25,74,134,18,56,RO,0,1,0,124254.0,10623.0,72245.0,128195.0,17930.0,353247.0,17430.53,20266,-12.0524,-63.5684,N,1587,374,20
110032,2,45,74,214,29,18,1,8,42,8,6,8,17,23,31,RO,0,1,0,203024.0,72792.0,147739.0,154599.0,37649.0,615804.0,26768.26,23005,-11.6957,-62.7197,N,1764,495,26
110150,2,13,99,25,20,3,1,7,10,3,0,2,2,11,18,RO,0,1,0,82757.0,7087.0,50402.0,81576.0,14489.0,236312.0,19931.84,11856,-11.7699,-63.0337,N,869,260,10
110155,1,7,12,14,14,2,0,0,4,5,0,0,0,6,8,RO,0,1,0,42256.0,2478.0,11950.0,32315.0,3330.0,92328.0,21431.82,4308,-10.9337,-62.2562,N,312,123,6
110160,1,27,30,14,14,3,0,0,0,8,1,4,5,10,15,RO,0,1,0,92112.0,3243.0,18587.0,72058.0,5509.0,191509.0,18336.7,10444,-10.2487,-62.3543,N,612,184,6
110170,3,24,81,24,28,24,2,5,23,14,24,4,30,11,21,RO,0,1,0,78932.0,4662.0,45211.0,77608.0,8968.0,215381.0,18782.66,11467,-11.1265,-62.3644,N,748,280,9
110175,1,32,55,14,13,2,0,3,3,7,2,8,10,11,14,RO,0,1,0,61215.0,4650.0,21073.0,74487.0,5360.0,166786.0,14886.27,11204,-9.85766,-62.1745,N,486,190,7
110030,58,341,681,199,164,21,11,113,400,79,366,318,692,303,589,RO,0,1,0,120729.0,316934.0,1307160.0,675243.0,411109.0,2831175.0,28353.15,99854,-12.7506,-60.1493,N,7574,2319,91
120001,7,97,239,10,29,27,7,16,20,21,30,47,81,11,30,AC,0,1,0,65080.0,10300.0,60469.0,99931.0,17829.0,253610.0,16623.6,15256,-10.0758,-67.0521,N,1168,274,7
120005,4,53,580,21,13,39,6,19,1,37,1,34,38,11,28,AC,0,1,0,16914.0,2389.0,16991.0,54356.0,2405.0,93054.0,12546.06,7417,-10.9394,-69.5658,N,1206,198,26
120010,8,357,382,13,29,147,12,57,38,54,191,1380,1701,21,119,AC,0,1,0,62441.0,29265.0,128740.0,172773.0,61583.0,454803.0,17307.35,26278,-10.9954,-68.7502,N,2671,644,55
120013,5,76,190,6,16,36,8,34,6,40,1,8,9,9,14,AC,0,1,0,59824.0,4101.0,22757.0,68094.0,2880.0,157656.0,15357.06,10266,-9.83395,-67.9523,N,1438,226,10
120017,7,49,221,9,30,5,18,42,18,11,3,23,26,10,20,AC,0,1,0,46667.0,2945.0,20266.0,79220.0,4111.0,153210.0,13058.02,11733,-10.5749,-67.6768,N,1095,231,15
120020,19,653,9141,68,374,203,39,112,307,102,159,353,611,105,391,AC,0,1,0,53940.0,107872.0,598709.0,558304.0,121553.0,1440379.0,16298.3,88376,-7.62801,-72.6761,N,8720,2012,114
120025,3,160,823,16,33,75,7,39,33,21,0,6,7,12,30,AC,0,1,0,34178.0,12738.0,196070.0,116344.0,63833.0,423163.0,22984.25,18411,-11.0192,-68.7346,N,1427,369,22
120032,1,69,6,6,10,2,3,8,0,0,43,94,138,7,11,AC,0,1,0,6754.0,1998.0,11459.0,60501.0,1772.0,82484.0,9917.53,8317,-9.4313,-71.8979,N,1294,83,19
120033,3,165,1201,8,61,49,11,23,31,12,3,14,22,20,49,AC,0,1,0,27387.0,6526.0,38971.0,128271.0,4691.0,205845.0,10847.1,18977,-7.61696,-72.9002,N,1790,385,32
120034,5,112,198,7,28,67,2,13,4,30,2,18,24,9,27,AC,0,1,0,19194.0,15379.0,24054.0,64443.0,8495.0,131565.0,13908.96,9459,-8.83328,-69.2684,N,1245,216,33
120038,8,171,800,19,31,35,7,34,18,58,5,112,146,17,43,AC,0,1,0,56488.0,7543.0,59197.0,124312.0,17398.0,264938.0,13407.1,19761,-10.3262,-67.1844,N,1621,394,20
120080,6,114,448,20,37,54,17,62,5,53,0,3,4,11,18,AC,0,1,0,64080.0,5105.0,32403.0,120234.0,5677.0,227499.0,12294.58,18504,-9.59421,-67.5408,N,1915,395,22
120040,263,1598,5613,287,1184,25,127,1338,735,1560,1867,2700,4657,527,2159,AC,0,1,0,128862.0,703961.0,4449285.0,2593470.0,1268043.0,9143620.0,22448.3,407319,-9.97546,-67.8105,N,32858,9668,423
120043,2,38,4,3,5,10,1,12,5,30,4,6,10,7,16,AC,0,1,0,12836.0,1851.0,10800.0,47998.0,1712.0,75198.0,11498.11,6540,-9.44691,-70.4907,N,836,115,37
120050,25,244,1498,52,169,205,18,57,32,83,3,28,38,35,87,AC,0,1,0,88586.0,18481.0,130902.0,281115.0,21151.0,540236.0,11783.19,45848,-9.06389,-68.6718,N,3945,879,56
120045,12,84,157,29,57,113,18,89,113,84,6,30,38,19,47,AC,0,1,0,73573.0,14703.0,98952.0,151086.0,23083.0,361398.0,15696.56,23024,-10.1501,-67.7367,N,2141,576,22
120060,8,135,2325,39,79,174,64,171,10,68,7,409,440,24,60,AC,0,1,0,57080.0,14624.0,116887.0,272753.0,22343.0,483687.0,11362.96,42567,-8.15737,-70.7726,N,5711,897,126
120070,5,309,1213,37,15,17,12,42,39,24,106,490,685,13,36,AC,0,1,0,59466.0,14517.0,60742.0,122521.0,17845.0,275091.0,14236.46,19323,-10.652,-68.4973,N,1578,417,19
130002,2,516,38,2,7,31,2,14,8,14,15,231,267,14,35,AM,0,1,0,60766.0,10667.0,31192.0,89954.0,3467.0,196046.0,12221.58,16041,-3.22765,-64.8011,N,1832,224,44
130006,4,90,1,1,15,28,2,3,0,16,50,114,168,14,42,AM,0,1,0,13711.0,5272.0,16093.0,58394.0,2011.0,95482.0,8276.87,11536,-3.3632,-68.1995,N,1273,160,29
130008,1,79,1,9,12,24,6,16,2,22,0,4,4,16,29,AM,0,1,0,36341.0,6717.0,18293.0,58239.0,2234.0,121824.0,8948.45,13614,-3.56735,-61.3968,N,945,140,14
130010,7,35,8,14,38,46,13,28,0,21,0,3,4,7,36,AM,0,1,0,61089.0,9733.0,30060.0,93345.0,5317.0,199544.0,9497.56,21010,-3.74641,-61.6579,N,1258,248,24
130014,14,597,20,44,3,37,1,6,502,18,15,164,230,13,52,AM,0,1,0,58564.0,19793.0,44457.0,96161.0,8162.0,227137.0,10337.08,21973,-7.19839,-59.8852,N,1129,299,16
130020,2,163,13,23,61,95,4,5,2,41,27,67,134,18,58,AM,0,1,0,19464.0,5497.0,22110.0,100534.0,3371.0,150976.0,7578.72,19921,-4.36785,-70.1911,N,1871,246,58
130030,19,177,28,54,29,34,6,28,5,183,5,8,13,24,91,AM,1,1,0,79373.0,24476.0,71874.0,194188.0,13046.0,382957.0,9679.17,39565,-3.58613,-59.126,N,4436,708,46
130040,6,254,124,24,10,17,1,10,0,66,7,45,57,25,54,AM,0,1,0,10811.0,13568.0,36473.0,124319.0,5146.0,190316.0,6920.09,27502,-0.983748,-62.9315,N,2651,467,144
130050,17,430,3,8,19,16,10,20,0,61,3,124,136,21,77,AM,0,1,0,41507.0,14184.0,49823.0,165692.0,8346.0,279552.0,8724.81,32041,-2.79925,-57.0683,N,4203,556,66
130060,27,281,561,25,30,155,5,41,72,91,189,701,934,22,76,AM,0,1,0,31394.0,27397.0,68083.0,210900.0,13062.0,350838.0,8162.05,42984,-4.37806,-70.0346,N,5043,718,106
130063,4,87,36,14,6,17,1,12,1,36,1,18,19,7,24,AM,0,1,0,17996.0,9879.0,30657.0,103853.0,3989.0,166374.0,8454.37,19679,-3.89912,-61.3621,N,2622,252,24
130068,8,129,35,8,2,17,5,7,3,32,19,28,48,6,40,AM,0,1,0,16132.0,8438.0,27661.0,92822.0,3930.0,148984.0,7756.75,19207,-2.97447,-57.5878,N,1648,291,24
130070,4,131,296,101,24,35,5,19,1,148,0,10,12,15,99,AM,0,1,0,86602.0,59834.0,100484.0,156553.0,25057.0,428530.0,12490.68,34308,-8.74272,-67.3924,N,3583,737,52
130080,27,598,165,31,24,63,9,47,25,103,21,162,188,14,73,AM,0,1,0,40315.0,18491.0,63940.0,193563.0,10804.0,327113.0,7947.15,41161,-4.39193,-59.5878,N,3737,574,52
130083,5,116,3,5,3,8,2,4,0,30,4,14,18,8,28,AM,0,1,0,63542.0,8103.0,24760.0,70169.0,2628.0,169202.0,12934.97,13081,-3.31576,-61.221,N,929,136,16
130090,2,83,5,27,12,12,2,5,12,23,1,24,39,4,22,AM,0,1,0,15018.0,6795.0,23232.0,76818.0,4004.0,125867.0,8053.42,15629,-6.52621,-64.3957,N,1041,224,30
130100,6,146,687,51,99,151,5,44,4,43,14,17,31,18,44,AM,0,1,0,88516.0,24526.0,79457.0,128343.0,16996.0,337838.0,11940.27,28294,-4.8823,-66.9095,N,3150,537,52
130110,24,104,24,61,28,86,25,53,0,55,5,73,83,19,84,AM,1,1,0,51929.0,26390.0,62329.0,176385.0,11973.0,329006.0,8688.0,37869,-3.76841,-60.3695,N,2526,609,34
130115,11,70,4,11,9,13,6,10,4,24,4,10,14,19,65,AM,1,1,0,136485.0,11261.0,28714.0,133590.0,4082.0,314131.0,10393.08,30225,-3.19736,-59.7968,N,1124,259,13
130120,34,282,383,50,238,227,7,137,3,212,78,550,636,31,195,AM,0,1,0,91542.0,1091724.0,463251.0,481251.0,84498.0,2212267.0,25997.01,85097,-4.09451,-63.1445,N,8491,1627,121
130130,9,69,69,31,41,26,0,15,10,56,0,1,1,13,39,AM,0,1,0,312019.0,17672.0,41423.0,126363.0,7124.0,504601.0,17620.6,28637,-3.83696,-62.0592,N,2174,385,29
130140,5,160,27,47,121,145,14,47,11,51,60,322,401,13,76,AM,0,1,0,213286.0,20656.0,69043.0,167632.0,11185.0,481801.0,13659.2,35273,-6.65716,-69.8666,N,4088,838,143
130150,1,104,7,27,45,109,0,22,15,38,16,219,237,7,41,AM,0,1,0,38537.0,9188.0,28813.0,92444.0,3591.0,172573.0,8614.45,20033,-7.43218,-70.0234,N,1965,340,59
130160,7,90,2,31,96,11,0,4,2,46,3,37,40,10,42,AM,0,1,0,23281.0,12461.0,38365.0,106063.0,6941.0,187111.0,10625.87,17609,-2.5238,-66.0947,N,3073,411,49
130165,2,96,1200,37,38,10,11,15,17,6,1,17,18,12,48,AM,0,1,0,16847.0,6470.0,24378.0,81198.0,3719.0,132613.0,7951.37,16678,-7.53836,-72.5912,N,1522,242,15
130170,53,322,177,107,41,77,16,86,49,135,86,581,667,41,154,AM,0,1,0,145215.0,53568.0,213839.0,234570.0,51229.0,698421.0,12680.12,55080,-7.51211,-63.0332,N,4903,909,60
130180,1,65,49,33,6,16,0,5,1,46,19,20,77,11,32,AM,0,1,0,15043.0,6980.0,24839.0,123361.0,3256.0,173479.0,5843.2,29689,-7.05101,-71.6895,N,2028,322,62
130185,61,204,85,41,53,151,48,77,19,235,3,40,49,31,198,AM,1,1,0,107341.0,99891.0,162751.0,260930.0,33287.0,664200.0,13752.69,48296,-3.27518,-60.1904,N,4702,1129,51
130190,88,742,652,65,109,187,13,78,658,261,34,514,1133,38,273,AM,1,1,0,397874.0,172886.0,826837.0,486190.0,150764.0,2034551.0,20077.08,101337,-3.13899,-58.4453,N,10193,1979,141
130200,5,57,2,12,1,5,0,6,1,15,4,24,29,9,26,AM,1,1,0,41097.0,8034.0,24875.0,50906.0,4646.0,129557.0,14162.35,9148,-2.74119,-58.0297,N,844,185,9
130210,3,39,17,4,4,5,2,5,1,8,0,5,6,9,25,AM,0,1,0,15673.0,4589.0,11954.0,30535.0,1378.0,64130.0,23277.54,2755,-1.88274,-66.9295,N,752,77,15
130230,6,141,3,33,75,55,0,16,0,31,9,32,45,12,36,AM,0,1,0,71652.0,13072.0,44714.0,92131.0,6188.0,227757.0,15908.16,14317,-2.74904,-66.7696,N,3190,336,71
130240,10,312,60,71,79,78,9,41,5,92,2,16,21,27,118,AM,0,1,0,172310.0,27383.0,96067.0,191882.0,18852.0,506494.0,10994.24,46069,-7.26453,-64.7952,N,3723,776,75
130250,63,412,94,58,101,166,34,78,96,393,44,594,1315,33,191,AM,1,1,0,545461.0,122255.0,308304.0,424093.0,51036.0,1451150.0,14902.39,97377,-3.29104,-60.622,N,9974,2061,132
130255,3,81,3,18,12,25,6,17,0,47,0,2,2,11,46,AM,1,1,0,74228.0,12894.0,33326.0,135368.0,6628.0,262444.0,8174.55,32105,-3.44117,-60.4617,N,1366,273,19
130260,5239,577,11183,908,2770,7463,2684,5434,4379,13301,391,6875,8881,1324,9092,AM,1,1,0,206306.0,29839512.0,28503902.0,9805697.0,16512006.0,84867423.0,38880.73,2182763,-3.10245,-60.0255,N,196970,53688,2681
130270,10,293,36,70,11,44,4,31,7,101,2,12,17,18,73,AM,0,1,0,129386.0,47073.0,111912.0,233090.0,21590.0,543051.0,9740.64,55751,-5.80501,-61.2899,N,4866,834,100
130280,9,70,10,4,14,84,1,20,7,20,1,9,11,10,27,AM,0,1,0,15926.0,7676.0,17877.0,94362.0,2837.0,138678.0,7609.64,18224,-1.85351,-65.5735,N,1885,161,24
130290,38,365,397,41,26,40,20,48,6,197,45,42,96,24,108,AM,0,1,0,59974.0,37109.0,123315.0,294406.0,26896.0,541700.0,8476.64,63905,-3.39328,-57.7072,N,7281,1148,122
130300,9,201,1,10,1,8,2,3,0,42,2,0,2,16,51,AM,0,1,0,19212.0,10055.0,35121.0,96684.0,6047.0,167119.0,7893.03,21173,-2.20831,-56.7116,N,1712,312,43
130310,28,265,146,24,25,93,15,41,2,98,6,58,69,22,79,AM,0,1,0,31244.0,15865.0,49543.0,170803.0,8842.0,276298.0,7391.99,37378,-3.90076,-59.0945,N,2930,531,57
130320,8,111,93,20,8,61,12,23,2,44,4,103,110,7,46,AM,1,1,0,14656.0,12793.0,40007.0,95224.0,5881.0,168560.0,8664.53,19454,-2.63675,-60.9438,N,1575,274,18
130330,3,123,608,70,9,38,3,28,9,43,1,17,18,11,41,AM,0,1,0,42540.0,14611.0,36191.0,112338.0,6230.0,211910.0,8263.52,25644,-5.12632,-60.3736,N,1972,381,35
130340,62,530,577,83,45,307,27,85,38,278,39,326,389,53,237,AM,0,1,0,250011.0,86909.0,288682.0,497751.0,53714.0,1177067.0,10300.48,114273,-2.6378,-56.7295,N,10080,2213,225
130350,1,68,5,42,35,100,1,21,0,35,8,91,99,10,29,AM,0,1,0,32004.0,7294.0,27556.0,95215.0,4343.0,166411.0,8566.43,19426,-7.7135,-66.9925,N,1808,239,37
130353,21,186,86,45,39,69,9,26,9,98,26,91,126,38,84,AM,1,1,0,90362.0,435617.0,168780.0,234947.0,27893.0,957599.0,26395.42,36279,-2.03019,-60.0238,N,2700,535,35
130356,18,431,16,8,21,23,7,29,14,67,49,74,148,24,93,AM,1,1,0,141806.0,43812.0,67455.0,143462.0,17565.0,414099.0,12417.89,33347,-2.70488,-59.6862,N,2099,447,28
130370,1,125,7,3,18,18,0,21,0,35,61,65,131,21,54,AM,0,1,0,30500.0,9464.0,31744.0,111929.0,5785.0,189424.0,8768.8,21602,-3.10318,-67.9461,N,3612,347,60
130380,10,410,1430,19,102,96,10,22,0,262,41,319,383,50,182,AM,0,1,0,11903.0,24394.0,94712.0,206058.0,20468.0,357535.0,7846.88,45564,-0.119461,-67.0845,N,6252,1301,188
130390,10,264,10,2,8,39,2,26,0,46,71,198,275,20,92,AM,0,1,0,26812.0,14623.0,45972.0,189971.0,6383.0,283761.0,7220.56,39299,-3.46193,-68.951,N,4514,521,109
130400,2,67,10,32,6,13,0,3,6,39,1,28,30,12,28,AM,1,1,0,41664.0,5557.0,15986.0,47998.0,3117.0,114322.0,12465.61,9171,-2.81786,-58.2485,N,1082,149,15
130406,37,333,1132,15,40,241,11,138,245,244,346,1835,2385,30,219,AM,0,1,0,17756.0,43063.0,196514.0,311035.0,48282.0,616651.0,9365.33,65844,-4.24198,-69.9388,N,8524,1205,184
130410,5,130,361,66,38,29,2,7,1,33,6,76,87,17,50,AM,0,1,0,49248.0,11260.0,32838.0,96247.0,4432.0,194025.0,11309.44,17156,-5.62125,-63.1813,N,2059,320,45
130420,46,423,778,17,143,153,15,91,63,272,134,1331,1600,43,159,AM,0,1,0,167293.0,259995.0,253432.0,294097.0,48150.0,1022967.0,17092.46,59849,-3.3686,-64.7198,N,8945,1307,163
130423,5,35,0,2,16,50,1,6,0,21,5,29,35,12,45,AM,0,1,0,20604.0,7215.0,24124.0,93062.0,2634.0,147639.0,7871.99,18755,-2.8662,-67.7924,N,2076,182,29
130426,6,252,2,8,12,14,0,6,0,5,7,53,65,5,24,AM,0,1,0,80054.0,9881.0,32803.0,69869.0,5554.0,198161.0,14635.2,13540,-2.99647,-65.1138,N,1529,162,24
130430,4,139,64,11,5,25,1,5,3,30,0,1,1,10,35,AM,0,1,0,168138.0,10470.0,35512.0,83590.0,6203.0,303914.0,18695.49,16256,-2.52975,-57.7542,N,1386,301,31
130440,7,104,64,20,7,32,3,21,4,43,0,38,43,10,45,AM,0,1,0,23356.0,11589.0,37535.0,105128.0,6408.0,184017.0,7978.21,23065,-3.1288,-58.1501,N,1530,264,17
140005,10,741,29,13,16,10,2,18,396,67,12,64,97,47,84,RR,1,1,0,100547.0,15907.0,37304.0,157038.0,4602.0,315398.0,20335.17,15510,2.98822,-61.3076,N,3144,598,129
140002,9,268,60,11,14,13,1,8,12,40,32,25,64,40,52,RR,0,1,0,35935.0,12014.0,14552.0,122866.0,2180.0,187546.0,14656.62,12796,3.65308,-61.4185,N,1904,322,74
140010,834,1378,1753,369,540,1538,125,607,1848,777,1177,2589,4002,401,2210,RR,1,1,0,91986.0,773067.0,4510541.0,4106945.0,1089441.0,10571980.0,26482.05,399213,2.81958,-60.6735,N,37610,7988,496
140015,14,197,95,4,4,16,0,8,38,31,20,69,114,28,41,RR,1,1,0,129139.0,32485.0,40544.0,130503.0,5244.0,337915.0,27231.41,12409,3.36126,-59.8337,N,1958,279,37
140017,16,142,69,31,7,23,8,17,34,32,3,4,9,24,27,RR,1,1,0,37620.0,26935.0,31421.0,181195.0,15870.0,293041.0,15982.59,18335,2.61047,-60.6029,N,1716,362,27
140020,21,135,379,18,22,46,17,37,99,28,94,418,577,22,62,RR,1,1,0,42392.0,19034.0,66261.0,227924.0,22364.0,377975.0,17238.65,21926,1.81985,-61.1282,N,2053,518,98
140023,8,84,263,16,14,9,3,9,32,7,10,23,36,9,21,RR,1,1,0,58973.0,5602.0,28503.0,102098.0,4214.0,199390.0,19607.6,10169,0.876654,-59.6968,N,852,174,16
140028,6,98,69,9,9,21,0,4,96,7,5,17,25,11,27,RR,1,1,0,19456.0,5207.0,17263.0,117888.0,2464.0,162279.0,13579.84,11950,2.16683,-61.0529,N,784,179,15
140030,18,302,129,28,21,15,8,24,124,19,26,59,174,22,43,RR,1,1,0,36070.0,21639.0,62063.0,177314.0,22215.0,319301.0,17885.01,17853,2.44484,-60.9209,N,1655,373,31
140040,1,58,17,3,4,10,3,7,2,20,0,22,25,7,17,RR,0,1,0,30743.0,9539.0,18315.0,118167.0,2038.0,178802.0,15837.16,11290,3.88207,-59.6317,N,2237,219,33
140045,19,197,16,3,16,29,5,17,8,45,11,39,86,15,43,RR,0,1,0,7557.0,3796.0,61748.0,169936.0,15987.0,259024.0,14885.59,17401,4.47954,-61.1481,N,2077,247,55
140047,31,179,322,150,10,56,9,28,283,41,89,103,288,33,89,RR,1,1,0,63822.0,55082.0,125641.0,312711.0,53801.0,611056.0,20258.48,30163,0.939589,-60.4394,N,2827,553,42
